"Tabla de indicadores","","Fecha de descarga: 18-08-2017 (18:00:59)","","","","","","","","","","","","",""
"Villahermosa, Tabasco","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Chapala, Jalisco","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","245.11","4.3","9.16"
"Comitán de Domínguez, Chiapas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","312.04","301.83","",""
"Cuautitlán Izcalli, México","Reclamaciones por cada mil tomas (Núm)","","","","80.42","105","73.39","107.11","129.15","","104.76","55.57","24.37","18.5","0.82"
"Delicias, Chihuahua","Reclamaciones por cada mil tomas (Núm)","60.47","62.06","39.27","53.84","39.01","42.39","34.99","62.28","67.96","71.13","64.35","72.49","70.65","81.2"
"Cd. Mante, Tamaulipas","Reclamaciones por cada mil tomas (Núm)","162.36","173.53","176.2","147.89","106.15","136.89","119.05","101.26","88.98","167.85","102.25","130.42","74.28","95.58"
"Ixtapaluca, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","6.16","33.03"
"Matehuala, San Luis Potosí","Reclamaciones por cada mil tomas (Núm)","131.52","225.74","112.91","105.93","82.35","81.28","98.49","48.57","167.57","177.14","134.01","129.22","110.88","122.98"
"Morelia, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","129.82","120.17","111.66","115.71","174.56","186.68","196.42","185.17","87.13","","140.42","139.06"
"Moroleón, Guanajuato","Reclamaciones por cada mil tomas (Núm)","134.82","143.69","157.29","157.15","162.65","157.22","193.06","152.4","234.03","210.71","","","","376.46"
"Naucalpan, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","95.8","149.63","48.65","97.44","65.55"
"Navolato, Sinaloa","Reclamaciones por cada mil tomas (Núm)","","","","","2.76","6.5","","","","","","","",""
"Poza Rica, Veracruz","Reclamaciones por cada mil tomas (Núm)","26.32","26.48","26.82","26.63","29.13","28.86","32.75","41.46","","","89.3","68.63","92.27","109.33"
"San Luis de la Paz, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","146.58","146.92","139.11","","123.9","136.31","",""
"San Luis Potosí, San Luis Potosí","Reclamaciones por cada mil tomas (Núm)","","","17.02","26.79","34.18","32.13","32.32","25.59","39.8","39.32","49.61","48.41","230.57","201.46"
"Silao, Guanajuato","Reclamaciones por cada mil tomas (Núm)","71.06","106.69","94.51","80.9","84.54","96.51","85.98","128.49","217.76","190.22","362.12","410.26","359.26","642.95"
"Tulancingo, Hidalgo","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","28.47","28.15","24.09","",""
"Tuxpam, Veracruz","Reclamaciones por cada mil tomas (Núm)","476.47","516.24","534.11","549.14","535.37","531.12","559.03","576.44","546.42","57.88","59.44","61.26","50.07","114.15"
"Valle de Santiago, Guanajuato","Reclamaciones por cada mil tomas (Núm)","193.55","234.41","322.07","297.24","305.77","233.03","210.31","","","","","","",""
"Santa María del Tule, Oaxaca","Reclamaciones por cada mil tomas (Núm)","76.68","85.12","91.41","105.47","86.96","98.81","109.89","102.58","83.98","97.13","100","111.54","120.03","114.4"
"Sta. C. de J. Rosas, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","631.76"
"Tarimoro, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","51.41","158.68"
"Apizaco, Tlaxcala","Reclamaciones por cada mil tomas (Núm)","","","","","","","","2.93","129.33","151.39","91.31","65.5","",""
"Dolores Hidalgo, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","184.57","252.97","225.39","181.29","202.48","229.92","275.67","","","139.62","","","61.56"
"La Paz, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Nicolás Romero, México","Reclamaciones por cada mil tomas (Núm)","","95.32","95.35","92.08","87.77","88.17","83.33","85.7","56.47","44.7","39.32","42.54","60.95","60.96"
"San Miguel Allende, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","21.48","22.63","20.97","26.66","23.63","21.97","24.65","23.73","24.16","","","","127.65"
"Valparaíso, Zacatecas","Reclamaciones por cada mil tomas (Núm)","71.82","75.18","75.18","75.18","92.87","79.75","76","51.29","39.99","66.14","40.68","36.03","101.27",""
"Coatzacoalcos, Veracruz","Reclamaciones por cada mil tomas (Núm)","","187.09","","170.93","169.67","164.15","","","67.17","125.45","104.61","107.11","92.42","82.13"
"Nuevo Casas Grandes, Chihuahua","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","86.24","82.19"
"Chilpancingo, Guerrero","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","256.37","267.17","262.27","221.14","196.14","155.93"
"Ciudad de México, Distrito Federal","Reclamaciones por cada mil tomas (Núm)","1.51","1.17","3.48","7.88","4.54","4.55","9.04","6.98","12.28","13.45","11.29","15.65","7.28","12.94"
"Metepec, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Atlixco, Puebla","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","33.97","173.46"
"Huamantla, Tlaxcala","Reclamaciones por cada mil tomas (Núm)","","97.24","103.05","107.62","","113.22","114.4","97.69","104.25","166.6","135.19","127.25","110.07","434.7"
"Camargo, Chihuahua","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","129.66","","","134.92","125.91","128.95"
"Balancán, Tabasco","Reclamaciones por cada mil tomas (Núm)","","","","","","","54.8","53.15","61.71","49.96","49.52","41.02","44.87",""
"Tulum, Quintana Roo","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","581.41","","621.04","607.76","169.51","198.66"
"Tamazunchale, San Luis Potosí","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Calvillo, Aguascalientes","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","541.8","605.2","","546.36","","271.66"
"Acámbaro, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","313.93"
"Apaseo el Alto, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","59.74"
"Apaseo el Grande, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","247.27","","","","283.01"
"Cortázar, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","346.35","66.16"
"Jaral de Progreso, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","41.18","110.35","92.19","101.71","171.5","176.78","","","384.08"
"Purísima del Rincón, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","319.32"
"Romita, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","78.24","","","","252.23"
"Salvatierra, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","177.3","","","","31.46"
"San Francisco del Rincón, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","194.19","130","","232.19","337.1"
"San Felipe, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","42.36","","","42.07","42.79"
"San José Iturbide, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","35.42","","","","195.39"
"Uriangato, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","119.71"
"Villagrán, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","76.2"
"Progreso, Yucatán","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Aguililla, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","","21.59","30.33","17.02","19.7","21.12","25.67","18.02","360.95","",""
"Papantla, Veracruz","Reclamaciones por cada mil tomas (Núm)","3.13","2.55","1.65","2.72","3.68","2.28","1.7","2.11","2.92","1.5","1.83","4.65","151.53","26.09"
"Tacámbaro, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Río Blanco, Veracruz","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","331.01","307.73","242.1","298","312.42","0.24"
"Cosamaloapan, Veracruz","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","42.45","39.22","39.91","41.68","65.75"
"Charo, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","186.57","",""
"Santiago Maravatío, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Jerécuaro, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","72.9"
"Comonfort, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","673.46"
"Coroneo, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","33.33"
"Tarandacuao, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","45.85"
"Doctor Mora, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","9.95","151.21"
"Cuerámaro, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"San Martín Texmelucan, Puebla","Reclamaciones por cada mil tomas (Núm)","","","","","","60.71","66.38","81.36","76.34","87.88","57.9","65.2","60.3","55.76"
"Ciudad Guzmán, Jalisco","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","100.48","120.26","92.53","19.78"
"Pánuco, Veracruz","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","19.79","19.9","20.99","21.34","22.16","21.74"
"Cancún, Quintana Roo","Reclamaciones por cada mil tomas (Núm)","","","","","","55.18","40.91","38.97","60.78","72.96","83.15","72.68","87.95","87.28"
"Acayucan, Veracruz","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"La Piedad, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","","","","425.67","307.53","264.27","250.76","283.53","297.02","307.19","303.7"
"Zacatlán, Puebla","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","119.29","101.74","122.24","131.42","120.27","62.84"
"Altamira, Tamaulipas","Reclamaciones por cada mil tomas (Núm)","","","","80.57","96.68","95.89","170.86","194.03","189.12","145.09","169.64","","",""
"Cd. Hidalgo, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","301.83","108.18","","","",""
"Coacalco, México","Reclamaciones por cada mil tomas (Núm)","","","","","3.23","4.02","6.75","8.52","","","","","",""
"Ecatepec, México","Reclamaciones por cada mil tomas (Núm)","85.73","85.73","93.42","105.4","114.98","108.98","110.62","","","","","","",""
"Erongaricuaro, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","71.56","36.04","35.3","30.65","93.9","","","","","","",""
"Huatabampo, Sonora","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Huauchinango, Puebla","Reclamaciones por cada mil tomas (Núm)","","571.2","","367.35","","394.85","591.25","649.03","564.61","430.11","464.92","393.33","331.82","465.06"
"Huejutla de Reyes, Hidalgo","Reclamaciones por cada mil tomas (Núm)","","","","","","","","35.42","","39.45","42.6","","",""
"Huixquilucan, México","Reclamaciones por cada mil tomas (Núm)","","46.23","14.08","13.64","11.75","11.02","11.78","465.29","78.21","","","","",""
"Jesús María, Aguascalientes","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","673.96","","619.01"
"Lagos de Moreno, Jalisco","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Los Cabos, Baja California Sur","Reclamaciones por cada mil tomas (Núm)","24.65","23.28","23.23","22.14","21.62","19.46","18.43","18.94","19.25","20.18","21.38","","2.96","236.47"
"Meoqui, Chihuahua","Reclamaciones por cada mil tomas (Núm)","","","","","","","","0.51","5.17","","5.29","","",""
"Palenque, Chiapas","Reclamaciones por cada mil tomas (Núm)","","","","","","","363.79","317.5","218.71","","","","",""
"Puente de Ixtla, Morelos","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","24.8","","","","",""
"Río Bravo, Tamaulipas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","199.47","204.76","189.04",""
"Saucillo, Chihuahua","Reclamaciones por cada mil tomas (Núm)","","","","","","","32.69","56.06","39.28","235.72","4.83","","","57.67"
"Taxco, Guerrero","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Tecámac, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Tlaltizapán, Morelos","Reclamaciones por cada mil tomas (Núm)","","","","177.12","244.93","100.5","66.53","65.38","81.78","104.23","96.87","115.96","92.19","39.03"
"Tlaquepaque, Jalisco","Reclamaciones por cada mil tomas (Núm)","","","10.37","9.48","10.56","9.84","11.33","10.61","17.26","16.63","16.63","","",""
"Tuxpan, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","0.5","0.73","1.08","","","",""
"Zacatepec, Morelos","Reclamaciones por cada mil tomas (Núm)","","","","","87.14","66.31","93.33","2.23","6.47","","","","",""
"Cd. Victoria, Tamaulipas","Reclamaciones por cada mil tomas (Núm)","133.5","147.85","144.37","156.29","173.05","247.84","272.33","","","","","","","0.21"
"Francisco I. Madero, Coahuila","Reclamaciones por cada mil tomas (Núm)","23.14","25.39","27.62","26.99","33.74","29.77","34.05","28.64","28.68","33.99","","","",""
"Jiutepec, Morelos","Reclamaciones por cada mil tomas (Núm)","140.05","162.62","139.75","139.44","143.79","24.05","","","","","","","",""
"Jojutla, Morelos","Reclamaciones por cada mil tomas (Núm)","35.58","","","","","13.43","10.06","49","89.67","","","","",""
"Matamoros, Coahuila","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","45.08","29.65"
"Matamoros, Tamaulipas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Mérida, Yucatán","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","0.67","","",""
"Navojoa, Sonora","Reclamaciones por cada mil tomas (Núm)","","","","","","","57.14","174.29","421.85","410.63","274.69","","",""
"Nuevo Laredo, Tamaulipas","Reclamaciones por cada mil tomas (Núm)","81.13","","","","","","","","385.19","375.94","67.22","","",""
"Pátzcuaro, Michoacán","Reclamaciones por cada mil tomas (Núm)","111.54","109.34","127.86","124.83","121.92","119.26","116.89","115.09","162.22","","","","",""
"San Cristobal de las Casas, Chiapas","Reclamaciones por cada mil tomas (Núm)","","","155.91","","","","","","","","","21.47","12.64","22.81"
"San Pedro, Coahuila","Reclamaciones por cada mil tomas (Núm)","","","0.74","0.72","0.96","0.93","0.91","0.68","","","","","",""
"Santa Rosalía, Baja California Sur","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Tehuacan, Puebla","Reclamaciones por cada mil tomas (Núm)","63.18","64.66","61.36","","33.98","103.82","129.7","96.14","74.84","","","","",""
"Uruapan, Michoacán","Reclamaciones por cada mil tomas (Núm)","28.61","31.42","33.36","37.65","38.83","","","","","","","","",""
"Xalisco, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","489.73","550.32","191.57","316.29","279.77","325.09","395.45","328.39","","","",""
"Zamora, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","106.58","123.18","109.65","112.62","129.03","180.76","254.73","199.66","","",""
"Zihuatanejo, Guerrero","Reclamaciones por cada mil tomas (Núm)","","","78.21","","","","","","","","","","","126.03"
"Oaxaca, Oaxaca","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","0.85"
"Tapachula, Chiapas","Reclamaciones por cada mil tomas (Núm)","123.13","99.71","88.16","45.88","42.89","45.35","62.68","62.85","123.8","","","","",""
"Tepeji del Río, Hidalgo","Reclamaciones por cada mil tomas (Núm)","142.56","395.27","320.01","368.6","284.2","240.87","264.34","74.66","124.22","103.77","116.13","117.19","107.23","102.55"
"Tlaxcala, Tlaxcala","Reclamaciones por cada mil tomas (Núm)","199.67","244.93","201.08","46.51","35.02","42.21","42.62","43.11","40.59","38.62","34.73","","",""
"Tultitlán, México","Reclamaciones por cada mil tomas (Núm)","2.73","1.74","1.43","0.62","","0.11","","","","","","","",""
"Zacapu, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","160.62","71.29"
"Santa Catarina, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Loreto, Baja California Sur","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Tierra Blanca, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Victoria, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Santa María del Oro, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","3.4","5.26","5.05"
"Yuriria, Guanajuato","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","9.68"
"Ixtlán, Michoacán","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","348.84",""
"Salvador Alvarado, Sinaloa","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","221.65","222.66","198.91","206.92","219.48","203.5"
"Badiraguato, Sinaloa","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Atizapán de Zaragoza, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","58.74","73.71","6.34"
"Bahía de Banderas, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","463.66","508.16","419.49","234.57"
"Huasca de Ocampo, Hidalgo","Reclamaciones por cada mil tomas (Núm)","","","","","","","","348.93","318.61","366.63","364.44","371.61","374.02","394.44"
"Concepción del Oro, Zacatecas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","269.97","178.95"
"Ruiz, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","115.36","120.64"
"Tecuala, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","31.9","61.18"
"Río Grande, Zacatecas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","21.97","16.07","16.64","149.71"
"Jalpa, Zacatecas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","105.09","103","50.06","51.11","46.07","41.7",""
"San Pedro Cholula, Puebla","Reclamaciones por cada mil tomas (Núm)","","121.05","","35.83","116.91","","","","","","","","","200.55"
"Empalme, Sonora","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","6.99"
"Chalco, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Luis Moya, Zacatecas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","157.72","159.44"
"Tlaltenango, Zacatecas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Monte Escobedo, Zacatecas","Reclamaciones por cada mil tomas (Núm)","","","","","","","311.08","312.91","239.12","339.52","333.48","314.53","300.71","58.41"
"Tequesquitengo, Morelos","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Chiautempan, Tlaxcala","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","12.52","19.84"
"González, Tamaulipas","Reclamaciones por cada mil tomas (Núm)","379.54","359.41","350.24","326.67","328.15","312.03","293.48","291.18","293.26","279.31","270.37","271.57","264.31","244.91"
"Acaponeta, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Jala, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","141.99","147.94","137.05","154.27","169.89","161.99"
"Lerma, México","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","76.52","63.31"
"Rosamorada, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","17.34","41.1"
"Calera, Zacatecas","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"El Salto, Durango","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","348.26","142.96","113.12"
"Villa Uni?n, Sinaloa","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Asientos, Aguascalientes","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","0.47","0.32"
"Amatlán de Cañas, Nayarit","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","10.52","9.02","10.75"
"Guachochi, Chihuahua","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","","16"
"Plat?n S?nchez, Veracruz","Reclamaciones por cada mil tomas (Núm)","","","","","","","","","","","","","",""
"Huatabampo, Sonora","Usuarios con pago a tiempo (%)","44.97","52.58","36.52","29.84","17.3","42.59","37.1","","","","","","",""
"Huauchinango, Puebla","Usuarios con pago a tiempo (%)","","","","","","77.87","81.58","78.25","73.52","72.65","67.86","67.55","70.87","69.77"
"Huejutla de Reyes, Hidalgo","Usuarios con pago a tiempo (%)","","","","","","","30.09","","","70.5","63.7","","",""
"Huixquilucan, México","Usuarios con pago a tiempo (%)","","63.4","67.14","66.89","64.99","66.95","64.92","62.61","40.73","","107.84","","",""
"Jesús María, Aguascalientes","Usuarios con pago a tiempo (%)","","","","","","","","","","","","64.29","68.16","67.56"
"Lagos de Moreno, Jalisco","Usuarios con pago a tiempo (%)","","","","","","","","","40","","","","",""
"Los Cabos, Baja California Sur","Usuarios con pago a tiempo (%)","","","","","","","","","","","","35.58","36.57","75"
"Meoqui, Chihuahua","Usuarios con pago a tiempo (%)","","","","","","","","55.3","52.47","","22.12","","",""
"Palenque, Chiapas","Usuarios con pago a tiempo (%)","","","","","","","30.15","35.89","32.56","","","","",""
"Puente de Ixtla, Morelos","Usuarios con pago a tiempo (%)","","","","","","62.87","","","64.62","","","","",""
"Río Bravo, Tamaulipas","Usuarios con pago a tiempo (%)","46.38","48.08","45","45","45","45","45","45","45","49.75","44.23","43.35","46.31",""
"Saucillo, Chihuahua","Usuarios con pago a tiempo (%)","","","","","","","49.47","54.82","51.28","61.8","45.37","","",""
"Taxco, Guerrero","Usuarios con pago a tiempo (%)","","","","","","","8.99","11.17","12.7","10.96","","","",""
"Tecámac, México","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Tlaltizapán, Morelos","Usuarios con pago a tiempo (%)","","","","51.36","50.73","48.58","48.24","49.04","58.88","57","61.35","89.76","92.38","100.57"
"Tlaquepaque, Jalisco","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Tuxpan, Nayarit","Usuarios con pago a tiempo (%)","","","","","","","","2.48","6.88","7.08","","","",""
"Zacatepec, Morelos","Usuarios con pago a tiempo (%)","","","","","","","","61.07","63.88","","","","",""
"Cd. Victoria, Tamaulipas","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","","67.38"
"Francisco I. Madero, Coahuila","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Jiutepec, Morelos","Usuarios con pago a tiempo (%)","88","88","88","88","88","88","","","","","","","",""
"Jojutla, Morelos","Usuarios con pago a tiempo (%)","","105.64","83.56","67.05","63.42","53.71","80.51","69.93","69.02","","","","",""
"Matamoros, Coahuila","Usuarios con pago a tiempo (%)","","","25","25","30","35","35","34.07","30.5","24.64","28.04","","28.88","30.47"
"Matamoros, Tamaulipas","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Mérida, Yucatán","Usuarios con pago a tiempo (%)","58.45","68.06","66.72","64.63","65.52","71.66","60.95","51.17","69.64","64.49","67.17","","",""
"Navojoa, Sonora","Usuarios con pago a tiempo (%)","","","","","","","76.15","56.95","65.95","68.32","58.84","","",""
"Nuevo Laredo, Tamaulipas","Usuarios con pago a tiempo (%)","51.99","","","","","","","49.41","37.33","46.05","37.77","","",""
"Pátzcuaro, Michoacán","Usuarios con pago a tiempo (%)","30.91","30.91","30.91","30.89","30.9","30.85","30.24","29.77","28.17","","","","",""
"San Cristobal de las Casas, Chiapas","Usuarios con pago a tiempo (%)","","","54","","","","","","","","","81.01","77.28","79.77"
"San Pedro, Coahuila","Usuarios con pago a tiempo (%)","","","","","","","30.41","32.64","","","","","",""
"Santa Rosalía, Baja California Sur","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Tehuacan, Puebla","Usuarios con pago a tiempo (%)","25.62","21.35","30.48","18.99","5.41","12.3","8.97","8.73","87.07","","","","",""
"Uruapan, Michoacán","Usuarios con pago a tiempo (%)","77.09","75.83","77.71","83.79","84.13","","","","","","","","",""
"Xalisco, Nayarit","Usuarios con pago a tiempo (%)","","","60.77","60.66","70.78","45.69","68.81","51.19","54.98","67.81","","","",""
"Zamora, Michoacán","Usuarios con pago a tiempo (%)","","","","","","","","","69.95","75.13","70.17","","",""
"Zihuatanejo, Guerrero","Usuarios con pago a tiempo (%)","","","29.45","","","","","","","","","","","18.68"
"Oaxaca, Oaxaca","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Tapachula, Chiapas","Usuarios con pago a tiempo (%)","59.44","56.2","59","57.56","54.76","48.88","46.67","45.07","","","","","",""
"Tepeji del Río, Hidalgo","Usuarios con pago a tiempo (%)","","45.99","48.4","49.93","58.01","61.01","62.31","54.25","52.51","48.06","46.26","58.37","63.05","49.48"
"Tlaxcala, Tlaxcala","Usuarios con pago a tiempo (%)","80.65","79.18","77.79","78.79","76.02","67.04","64.49","62.25","61.1","56.49","54.53","","",""
"Tultitlán, México","Usuarios con pago a tiempo (%)","1.49","2.8","8.05","85.3","","34.86","33.97","","","","","38.27","43.19","33.26"
"Zacapu, Michoacán","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","34.58","48.72"
"Santa Catarina, Guanajuato","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Loreto, Baja California Sur","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","39.58",""
"Tierra Blanca, Guanajuato","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Victoria, Guanajuato","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Santa María del Oro, Nayarit","Usuarios con pago a tiempo (%)","","","","","","","","","","","","67.98","78.9","67.34"
"Yuriria, Guanajuato","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Ixtlán, Michoacán","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Salvador Alvarado, Sinaloa","Usuarios con pago a tiempo (%)","","","","","","","","","","","","71.68","69.66","68.57"
"Badiraguato, Sinaloa","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Atizapán de Zaragoza, México","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","61.49","86.32"
"Bahía de Banderas, Nayarit","Usuarios con pago a tiempo (%)","","","","","","","","","","","58.01","57.67","55.5","57.22"
"Huasca de Ocampo, Hidalgo","Usuarios con pago a tiempo (%)","","","","","","","","17.58","29.02","29.15","27.22","31.23","31.84","36.05"
"Concepción del Oro, Zacatecas","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","3.75","3.58"
"Ruiz, Nayarit","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","60.2",""
"Tecuala, Nayarit","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Río Grande, Zacatecas","Usuarios con pago a tiempo (%)","","","","","","","","","","","62.61","70.06","74.97","70.94"
"Jalpa, Zacatecas","Usuarios con pago a tiempo (%)","","","","","","","","63.54","71.57","69.87","69.51","71.82","71.58",""
"San Pedro Cholula, Puebla","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","","88.17"
"Empalme, Sonora","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","78.82","29.33"
"Chalco, México","Usuarios con pago a tiempo (%)","","","","","","","","","","","","","",""
"Luis Moya, Zacatecas","Usuarios con pago a tiempo (%)","","","","","","41.84","21.91","28.48","24.13","24.7","28.03","44.48","44.46","48.2"
"Tlaltenango, Zacatecas","Usuarios con pago a tiempo (%)","86.76","85.77","","","50.21","61.41","","68.08","60.57","55.77","76.4","75.83","67.82","68.53"
