"Tabla de indicadores","","Fecha de descarga: 18-08-2017 (18:00:59)","","","","","","","","","","","","",""
"Abasolo, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Cd. Manuel Doblado, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Cuautla, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","0.69","1.15","1.26"
"Huanímaro, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Piedras Negras, Coahuila","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","0.03","0.11","0.15","0.08","0.05","0.89"
"Acuña, Coahuila","Rehabilitación de tomas domiciliarias  (%)","0.15","0.16","0.12","0.15","0.19","0.19","0.2","0.21","0.19","0.18","2.03","","5.2",""
"Sabinas, Coahuila","Rehabilitación de tomas domiciliarias  (%)","","","","","2.32","2.46","1.98","1.53","","","1.94","1.37","0.82","0.7"
"Iguala, Guerrero","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","0.18","0.29","0.42"
"Tampico, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","","","0.19","0.82","0.61","0.93","0.96","0.49","0.96","1.57","2.06","1.26","1.68","1.38"
"Reynosa, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","1.01","0.01"
"Los Mochis, Sinaloa","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","65.59","2.4","0.08"
"Manzanillo, Colima","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","0.01","0.1","4.71",""
"Puerto Vallarta, Jalisco","Rehabilitación de tomas domiciliarias  (%)","0.91","0.45","0.41","0.47","0.73","0.52","0.42","0.71","0.67","0.72","0.5","0.44","0.32","0.35"
"Hidalgo del Parral, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","0.05","0.05","0.05","0.06","0.04","0.05","3.05","0.14","0.64","0.89","0.71","0.79","39.34",""
"José María Morelos, Quintana Roo","Rehabilitación de tomas domiciliarias  (%)","4.27","4.35","5.05","7.19","11.34","14.08","5.84","5.83","4.88","5.43","4.97","5.36","4.3","5.23"
"Bacalar, Quintana Roo","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","12.81","","","40.04"
"Kantunilkin, Quintana Roo","Rehabilitación de tomas domiciliarias  (%)","","4.85","4.74","4.64","4.07","20.03","18.48","13.46","9.11","9.25","12.52","17.19","","0.57"
"Monclova-Frontera, Coahuila","Rehabilitación de tomas domiciliarias  (%)","","","7.47","8.26","9.2","7.73","6.37","","0.99","0.8","0.06","0.54","0.83",""
"Colima, Colima","Rehabilitación de tomas domiciliarias  (%)","0.9","0.67","3.89","0.55","1.62","4.31","0.71","0.15","0.15","0.15","0.75","0.61","0.51",""
"Parras, Coahuila","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","0.37","0.6","0.53"
"Ocampo, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Pénjamo, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Ixmiquilpan, Hidalgo","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","0.8","0.53","1.91","1.79"
"Cuauhtémoc, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","0.21","0.22","0.21","0.2","0.18","0.2","0.18","0.19","0.19","12.43","0.37","0.19","7.59","0.99"
"Temixco, Morelos","Rehabilitación de tomas domiciliarias  (%)","1.57","1.58","2.23","2.87","2.83","2.6","3","","1.37","1.55","1.42","1.37","",""
"Cuernavaca, Morelos","Rehabilitación de tomas domiciliarias  (%)","","1.82","1.72","2.06","1.88","1.79","1.6","1.63","1.78","1.32","3.45","3.81","2.49","0.41"
"Emiliano Zapata, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","9.27","5.62","5.42","7.86","4.27","",""
"Xochitepec, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","5.92","5.62","4.89","4.7","3.06","2.16","2.31","1.09","0.79"
"San Diego de la Unión, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Campeche, Campeche","Rehabilitación de tomas domiciliarias  (%)","4.15","2.41","1.77","4.62","2.56","2.38","2.24","2.28","2.5","2.76","1.67","1.64","1.11","1.29"
"Cd. Carmen, Campeche","Rehabilitación de tomas domiciliarias  (%)","","","1.07","2.25","1.44","0.56","0.66","2.25","4.11","5.59","4.56","","",""
"Villahermosa, Tabasco","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Chapala, Jalisco","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Comitán de Domínguez, Chiapas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Cuautitlán Izcalli, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","0.8","0.42","0.88","0.53","0.52","0.54","0.32","","0.33"
"Delicias, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","0.34","","","","","","","","","","","","",""
"Cd. Mante, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","6.38","3.36","6.24","4.91","3.58","4.6","6.62","8.76","2.07","0.73","0.73","0.71","1.13","1.19"
"Ixtapaluca, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","0.09","0.11","0.42"
"Matehuala, San Luis Potosí","Rehabilitación de tomas domiciliarias  (%)","3.54","2.32","3.89","2.59","0.88","0.43","1.03","1.5","1.46","1.35","1.18","0.96","1.98","1.76"
"Morelia, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","8.74","7.46","6.54","6.91","7.33","7.21","6.78","14.63","6.22","6.14","6.79","3.99","4.39"
"Moroleón, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","0.45","0.44","0.44","0.43","0.42","0.42","0.41","0.41","0.4","0.4","","","",""
"Naucalpan, México","Rehabilitación de tomas domiciliarias  (%)","","","","","3","3.28","2.96","3.14","2.31","1.68","2.65","1.39","3.24","0.46"
"Navolato, Sinaloa","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","4.11","3.57","1.31","1.65","2.34","28.46"
"Poza Rica, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","4.06","4.34","","","","","","",""
"San Luis de la Paz, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","0.02","1.74","0.59","","0.76","2.77","",""
"San Luis Potosí, San Luis Potosí","Rehabilitación de tomas domiciliarias  (%)","","0.13","0.13","4.72","5.5","5.77","5.02","4.54","5.31","4.87","5.12","4.39","1.69","2.2"
"Silao, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","2.19","1.13","0.91","1.17","1.14","1.09","1.12","4.49","0.88","1.23","3.34","4.23","5.44","11.22"
"Tulancingo, Hidalgo","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Tuxpam, Veracruz","Rehabilitación de tomas domiciliarias  (%)","3.1","3.15","3.2","3.37","3.45","3.5","3.64","3.9","3.67","3.31","3.62","7.17","9.68","13.84"
"Valle de Santiago, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","2.33","2.27","2.65","2.36","2.52","2.61","6.02","","","","","","",""
"Santa María del Tule, Oaxaca","Rehabilitación de tomas domiciliarias  (%)","2.64","2.15","2.46","3.01","2.53","2.21","3.14","2.74","2.17","2.68","2","1.75","1.41","1.16"
"Sta. C. de J. Rosas, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Tarimoro, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Apizaco, Tlaxcala","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","1.39","","","","","",""
"Dolores Hidalgo, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","0.05","0.1","0.17","0.29","","1.9","","",""
"La Paz, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Nicolás Romero, México","Rehabilitación de tomas domiciliarias  (%)","","0.17","0.18","0.02","0.18","0.2","0.16","0.22","0.02","0.39","0.43","0.45","0.19","0.23"
"San Miguel Allende, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Valparaíso, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","29.76","29.45","31.09","31.11","25.5","25.22","25.15","28.86","26.33","","1.63","1.63","9.01",""
"Coatzacoalcos, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","1.39","1.13","1.16","1.3"
"Nuevo Casas Grandes, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","2.2","","","","2.21","2.52"
"Chilpancingo, Guerrero","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","3.07","2.92","2.92","3.35","3.54","4.09"
"Ciudad de México, Distrito Federal","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","0.03","0.17","",""
"Metepec, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","0.26",""
"Atlixco, Puebla","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","1.43","3.7"
"Huamantla, Tlaxcala","Rehabilitación de tomas domiciliarias  (%)","","3.77","2.71","3.21","","4.83","6.23","5.18","3.82","3.89","5.08","","0.25","0.81"
"Camargo, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Balancán, Tabasco","Rehabilitación de tomas domiciliarias  (%)","","","","","","","0.44","0.6","0.59","0.4","0.56","0.46","0.53","5.6"
"Tulum, Quintana Roo","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","0.35","12.65","0.88","4.34","0.89"
"Tamazunchale, San Luis Potosí","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Calvillo, Aguascalientes","Rehabilitación de tomas domiciliarias  (%)","","","","","","","70.41","","","","","0.04","","0.11"
"Acámbaro, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Apaseo el Alto, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Apaseo el Grande, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Cortázar, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","4.71",""
"Jaral de Progreso, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","3.89","2.1","5.49","4.14","4.47","5.43","3.9","3.98","3.82","3.91","3.87","","",""
"Purísima del Rincón, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Romita, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Salvatierra, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"San Francisco del Rincón, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","0.12",""
"San Felipe, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","1.45",""
"San José Iturbide, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Uriangato, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Villagrán, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","0.09",""
"Progreso, Yucatán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Aguililla, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","2.82","4.54","3.27","5.21","7.8","7.17","8.21","18.19","",""
"Papantla, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","0.6","0.53","2.28","1.48","1.17","2.27","5.24"
"Tacámbaro, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","0.05","0.05","0.05","0.05","4.81",""
"Río Blanco, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","0.31","0.32","0.25","0.29","0.26","0.12"
"Cosamaloapan, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Charo, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Santiago Maravatío, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Jerécuaro, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Comonfort, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Coroneo, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Tarandacuao, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Doctor Mora, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Cuerámaro, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"San Martín Texmelucan, Puebla","Rehabilitación de tomas domiciliarias  (%)","","","","","","2.84","1.82","3.62","3.35","5.51","3.41","14.54","5.86","4.62"
"Ciudad Guzmán, Jalisco","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","","0.79"
"Pánuco, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","0.1","0.12","0.11","0.13","0.13","0.2"
"Cancún, Quintana Roo","Rehabilitación de tomas domiciliarias  (%)","","3.04","3.77","2.67","1.53","1.84","1.61","0.63","0.55","0.63","1.23","0.73","1.73","1.47"
"Acayucan, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","2.82","2.36","2.29","2.73","5.48"
"La Piedad, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","6.86","7.36","15.75","14.13","10.38","10.15","8.14","14.35"
"Zacatlán, Puebla","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","15.43","15.33","12.93"
"Altamira, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","","","2.16","2.64","1.97","1.97","1.61","2.37","2.35","1.11","2.43","","",""
"Cd. Hidalgo, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","0.58","0.57","","","",""
"Coacalco, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","0.2","","","","","",""
"Ecatepec, México","Rehabilitación de tomas domiciliarias  (%)","1.95","1.78","1.76","1.8","1.79","1.54","1.55","1.51","1.49","1.48","","","",""
"Erongaricuaro, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","0.6","1.19","0.95","1.79","1.41","","","","","","",""
"Huatabampo, Sonora","Rehabilitación de tomas domiciliarias  (%)","0.12","0.23","0.23","0.22","0.87","2.56","3.37","4.98","1.63","","","","",""
"Huauchinango, Puebla","Rehabilitación de tomas domiciliarias  (%)","3.21","3.68","3.19","4.21","5.77","5.66","6.76","","","","","","",""
"Huejutla de Reyes, Hidalgo","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Huixquilucan, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Jesús María, Aguascalientes","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","1.09","0.84","1.3","1.66","3.31"
"Lagos de Moreno, Jalisco","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","5.11","0.77","0.31","0.62","0.56","0.56"
"Los Cabos, Baja California Sur","Rehabilitación de tomas domiciliarias  (%)","5","5","5","5","5","5","5","5","5","5","5","","5","5.11"
"Meoqui, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Palenque, Chiapas","Rehabilitación de tomas domiciliarias  (%)","","","","4.85","","","3.79","5.31","4.68","4.68","","","",""
"Puente de Ixtla, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Río Bravo, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Saucillo, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","","","","","","","0.98","1.54","3.26","0.96","","","",""
"Taxco, Guerrero","Rehabilitación de tomas domiciliarias  (%)","","","","","","","20.12","19.62","40.92","34.05","","","",""
"Tecámac, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Tlaltizapán, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","2.12","2.94","3.26","5.46","7.2","8.14","9","4.46","4.65","5.48",""
"Tlaquepaque, Jalisco","Rehabilitación de tomas domiciliarias  (%)","","","0.47","0.3","0.47","0.48","0.47","0.5","0.71","0.68","0.68","","",""
"Tuxpan, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","1.65","2.16","4.76","","","",""
"Zacatepec, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","2.74","","","","",""
"Cd. Victoria, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","1.23","5.13","6.43","5.13","7.73","5.29","6.23","6.32","7.36","5.14","7.99","15.53","",""
"Francisco I. Madero, Coahuila","Rehabilitación de tomas domiciliarias  (%)","7.07","9.36","9.55","8.71","9.9","8.56","7.54","7.76","10.79","11.08","13.05","","",""
"Jiutepec, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","7.78","","","","","","","",""
"Jojutla, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","3.77","6.38","1.84","5.9","","","","",""
"Matamoros, Coahuila","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","0.31","","","0.1","0.23"
"Matamoros, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","0.24","0.15","0.2","0.21","0.17","0.22","0.22","0.15","0.11","0.12","0.17","0.03","0.03",""
"Mérida, Yucatán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","0.46","","",""
"Navojoa, Sonora","Rehabilitación de tomas domiciliarias  (%)","","","","","","","0.87","0.87","1.79","0.43","0.69","","",""
"Nuevo Laredo, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","0.34","","","","","","0.32","0.35","0.14","0.14","0.19","","",""
"Pátzcuaro, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","1.88","","","","","","","",""
"San Cristobal de las Casas, Chiapas","Rehabilitación de tomas domiciliarias  (%)","","","0.89","","","","","","","","","0.75","0.75","0.75"
"San Pedro, Coahuila","Rehabilitación de tomas domiciliarias  (%)","","","","","","","1.13","","","","","","",""
"Santa Rosalía, Baja California Sur","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Tehuacan, Puebla","Rehabilitación de tomas domiciliarias  (%)","","","","","1.51","3.01","2.77","6.02","1.23","","","","",""
"Uruapan, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Xalisco, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","3.89","5.67","","3.04","1.67","0.57","","","",""
"Zamora, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","0.54","1.39","","1.55","","1.16","0.45","","",""
"Zihuatanejo, Guerrero","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","","0.75"
"Oaxaca, Oaxaca","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","","0.06"
"Tapachula, Chiapas","Rehabilitación de tomas domiciliarias  (%)","0.05","0.05","0.38","0.39","0.39","0.43","0.45","0.52","0.34","","","","",""
"Tepeji del Río, Hidalgo","Rehabilitación de tomas domiciliarias  (%)","","3.82","2.19","2.52","5.45","5.72","3.12","8.08","","","","","",""
"Tlaxcala, Tlaxcala","Rehabilitación de tomas domiciliarias  (%)","","","","","0.08","","","","","","","","",""
"Tultitlán, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","0.17","","","","","0.16","0.21","0.14"
"Zacapu, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","8.37","9.87"
"Santa Catarina, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Loreto, Baja California Sur","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","3.8",""
"Tierra Blanca, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Victoria, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Santa María del Oro, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","0.42","0.54","0.54"
"Yuriria, Guanajuato","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Ixtlán, Michoacán","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Salvador Alvarado, Sinaloa","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Badiraguato, Sinaloa","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Atizapán de Zaragoza, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","0.81","1.22","0.01"
"Bahía de Banderas, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","3.4","1.13","0.26","10.02"
"Huasca de Ocampo, Hidalgo","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Concepción del Oro, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","6","6.62"
"Ruiz, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","11.54","12.06"
"Tecuala, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","0.16","0.16"
"Río Grande, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","1.92","2.11","0.52"
"Jalpa, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","5.38","4.72","4.95","4.21","3.56","3.31",""
"San Pedro Cholula, Puebla","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","","5.42"
"Empalme, Sonora","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","","0.11"
"Chalco, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","0.96","1.06"
"Luis Moya, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Tlaltenango, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","","0.35"
"Monte Escobedo, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","0.37","0.49","0.61","0.48","0.93","0.41","0.7","0.4"
"Tequesquitengo, Morelos","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Chiautempan, Tlaxcala","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","17.29","8.32"
"González, Tamaulipas","Rehabilitación de tomas domiciliarias  (%)","0.47","0.5","0.47","0.34","0.47","0.47","0.36","0.39","0.29","0.27","0.28","0.27","0.85","0.52"
"Acaponeta, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Jala, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","52.72","","",""
"Lerma, México","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","","3.81"
"Rosamorada, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","1.54","1.49"
"Calera, Zacatecas","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"El Salto, Durango","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","7.14","11.86","7.58"
"Villa Uni?n, Sinaloa","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Asientos, Aguascalientes","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Amatlán de Cañas, Nayarit","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","1.71","1.27","1.42"
"Guachochi, Chihuahua","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","","",""
"Plat?n S?nchez, Veracruz","Rehabilitación de tomas domiciliarias  (%)","","","","","","","","","","","","0.7","0.72","1"
"Huauchinango, Puebla","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Huejutla de Reyes, Hidalgo","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Huixquilucan, México","Consumo (l/h/d)","","","","","","326.27","319.15","323.03","","","","","",""
"Jesús María, Aguascalientes","Consumo (l/h/d)","","","","","","","","","181.09","253.26","","83.06","114.41","91.27"
"Lagos de Moreno, Jalisco","Consumo (l/h/d)","","","","","","","285.71","287.7","","328.01","","","","369.6"
"Los Cabos, Baja California Sur","Consumo (l/h/d)","291.37","269.06","","268.83","277.19","285.94","305.81","300.85","251.92","310.79","223.9","195.11","177.79","168.91"
"Meoqui, Chihuahua","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Palenque, Chiapas","Consumo (l/h/d)","","","","","","","107.46","142.17","187.07","","","","",""
"Puente de Ixtla, Morelos","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Río Bravo, Tamaulipas","Consumo (l/h/d)","243.02","226","210.25","208.14","206.5","209.84","224","221.57","226.04","173.63","","","",""
"Saucillo, Chihuahua","Consumo (l/h/d)","","","","","","","107.48","115.43","111.66","104.25","","","",""
"Taxco, Guerrero","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Tecámac, México","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Tlaltizapán, Morelos","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Tlaquepaque, Jalisco","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Tuxpan, Nayarit","Consumo (l/h/d)","","","","","","","","110.95","152.33","154.22","","","",""
"Zacatepec, Morelos","Consumo (l/h/d)","","","","206.92","160.46","206.64","","","93.39","","","","",""
"Cd. Victoria, Tamaulipas","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Francisco I. Madero, Coahuila","Consumo (l/h/d)","","","","","","","94.8","101.35","96.66","86.35","111.21","","",""
"Jiutepec, Morelos","Consumo (l/h/d)","185.49","151.24","168.34","162.75","153.31","144.92","","","","","","","",""
"Jojutla, Morelos","Consumo (l/h/d)","","","","","","","","","165.58","","","","",""
"Matamoros, Coahuila","Consumo (l/h/d)","","","","","","","","229.5","228.61","219.64","175.13","","133.52","140.2"
"Matamoros, Tamaulipas","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Mérida, Yucatán","Consumo (l/h/d)","150","150","150","150","150","150","150","150","150","150","150","","",""
"Navojoa, Sonora","Consumo (l/h/d)","","","","","","","210.68","140.56","145.73","184.03","231.48","","",""
"Nuevo Laredo, Tamaulipas","Consumo (l/h/d)","","","","","","","","","133.55","134.94","163.06","","",""
"Pátzcuaro, Michoacán","Consumo (l/h/d)","","","","107.18","119.14","118.33","231.72","230.31","201.35","","","","",""
"San Cristobal de las Casas, Chiapas","Consumo (l/h/d)","","","","","","","","","","","","120.89","141.12","130.6"
"San Pedro, Coahuila","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Santa Rosalía, Baja California Sur","Consumo (l/h/d)","180.43","172.49","173.39","196.21","194.55","","","","","","","","",""
"Tehuacan, Puebla","Consumo (l/h/d)","","","","264.39","148.67","177.09","167.89","162.35","207.88","","","","",""
"Uruapan, Michoacán","Consumo (l/h/d)","","","","","","","","","","","","","",""
"Xalisco, Nayarit","Consumo (l/h/d)","","","","","","","","","","404.31","","","",""
"Zamora, Michoacán","Consumo (l/h/d)","","","","","","","226.66","229.73","208.89","214.54","186.1","","",""
"Zihuatanejo, Guerrero","Consumo (l/h/d)","","","","","","","","","","","","","","139.22"
"Oaxaca, Oaxaca","Consumo (l/h/d)","","","","","","","","","","","","","",""
